Year,PopDensity,PopSexRatio,MedianAgePop,PopGrowthRate,Births,Deaths,DeathsMale,DeathsFemale,NetMigrations,Country_ID
2018,50.7619,98.8521,17.5728,1.922,160.303,43.098,22.229,20.869,-23.226,74
2019,51.7576,98.9463,17.6669,1.962,160.753,43.248,22.168,21.079,-19.697,74
2020,52.8196,99.0346,17.796,2.099,161.486,44.578,23.073,21.505,-10.119,74
2021,53.9184,99.1155,17.9447,2.019,162.685,45.955,23.654,22.301,-11.862,74
2022,55.0528,99.2007,18.1107,2.143,164.452,45.796,23.527,22.27,-5.0,74
2015,14.8443,102.0775,14.8244,3.149,804.446,185.256,96.593,88.663,-48.947,81
2016,15.3256,102.0716,14.8223,3.231,820.266,185.829,96.342,89.487,-30.294,81
2017,15.8265,102.0676,14.8444,3.202,838.648,186.309,97.089,89.22,-33.995,81
2018,16.337,102.0541,14.8792,3.148,856.296,188.002,98.755,89.247,-40.761,81
2019,16.8559,102.0407,14.9268,3.106,872.712,189.579,99.049,90.53,-44.428,81
2020,17.394,102.024,14.9952,3.178,891.864,202.371,106.288,96.083,-14.978,81
2021,17.9521,101.9965,15.0803,3.138,912.901,203.297,107.223,96.075,-22.236,81
2022,18.5165,101.967,15.1654,3.054,932.317,202.466,106.94,95.526,-39.998,81
2015,3.8287,95.3832,16.9205,2.645,138.903,31.503,16.975,14.528,-3.018,83
2016,3.9312,95.4952,17.0033,2.64,141.21,31.243,16.766,14.477,-3.009,83
2017,4.0361,95.6059,17.096,2.627,143.282,30.991,16.735,14.256,-3.001,83
2018,4.1435,95.7148,17.1983,2.625,146.064,30.971,16.644,14.327,-2.987,83
2019,4.2533,95.8195,17.3128,2.604,147.906,30.716,16.662,14.054,-3.018,83
2020,4.3646,95.9164,17.4363,2.564,150.426,33.598,18.089,15.509,-1.494,83
2021,4.4775,96.0162,17.5654,2.544,153.242,34.347,18.384,15.963,-1.494,83
2022,4.5951,96.1206,17.7131,2.638,156.047,34.111,18.26,15.85,3.0,83
2015,15.8902,102.802,14.3686,3.861,937.161,177.125,91.399,85.726,17.051,96
2016,16.5167,102.8267,14.3894,3.873,973.456,178.126,91.808,86.318,14.833,96
2017,17.1611,102.8524,14.4031,3.783,1008.227,179.216,92.483,86.733,-6.827,96
2018,17.8235,102.8827,14.4147,3.792,1041.983,182.088,93.385,88.704,-3.816,96
2019,18.5075,102.9093,14.4294,3.74,1075.96,183.574,95.055,88.519,-15.787,96
2020,19.2103,102.928,14.4439,3.715,1109.922,201.622,104.108,97.514,-4.403,96
2021,19.9358,102.9376,14.4616,3.7,1144.371,205.694,107.266,98.428,-4.405,96
2022,20.69,102.933,14.4858,3.725,1180.654,205.414,107.856,97.558,1.0,96
2015,202.0222,101.7667,16.6796,2.493,7273.185,2541.011,1290.261,1250.75,-145.917,97
2016,207.151,101.8369,16.6929,2.521,7384.114,2573.761,1298.058,1275.703,-54.315,97
2017,212.4531,101.9096,16.7305,2.533,7486.698,2599.811,1316.888,1282.923,15.016,97
2018,217.8241,101.9778,16.7876,2.461,7590.288,2627.362,1327.421,1299.941,-81.384,97
2019,223.2226,102.0444,16.8553,2.436,7697.868,2641.681,1337.011,1304.671,-103.989,97
2020,228.7377,102.0943,16.9353,2.445,7806.449,2708.008,1382.264,1325.744,-4.824,97
2021,234.3087,102.1338,17.0199,2.369,7923.294,2792.704,1422.524,1370.181,-76.364,97
2022,239.9521,102.1787,17.1166,2.391,8002.758,2717.203,1380.004,1337.199,-59.996,97
2015,74.5659,96.4477,17.1763,2.712,508.147,87.797,46.916,40.881,-31.006,113
2016,76.6185,96.4558,17.2394,2.719,511.96,86.228,46.283,39.946,-24.72,113
2017,78.7295,96.4828,17.325,2.717,519.212,86.79,46.589,40.201,-20.576,113
2018,80.896,96.525,17.4242,2.712,529.314,86.967,46.217,40.75,-19.973,113
2019,83.108,96.5658,17.5318,2.684,535.968,86.623,46.761,39.862,-19.973,113
2020,85.3691,96.6233,17.6495,2.685,543.219,91.832,48.867,42.965,-10.09,113
2021,87.6576,96.7061,17.7732,2.607,549.984,99.995,52.681,47.314,-10.091,113
2022,89.9416,96.7688,17.8995,2.539,555.696,96.14,50.989,45.152,-19.999,113
2015,101.9623,100.194,17.6976,2.38,252.786,78.359,40.048,38.311,-0.356,115
2016,104.4593,100.2419,17.8673,2.458,254.816,75.264,38.708,36.556,4.657,115
2017,107.0193,100.286,18.0443,2.385,257.718,75.858,39.008,36.85,1.234,115
2018,109.5802,100.3212,18.2306,2.345,260.265,73.193,38.036,35.157,-2.741,115
2019,112.1666,100.3506,18.4267,2.321,261.97,72.96,37.805,35.155,-2.238,115
2020,114.7752,100.3788,18.627,2.278,262.77,76.54,39.765,36.775,1.292,115
2021,117.3772,100.4055,18.8317,2.207,264.106,76.745,39.75,36.995,-1.544,115
2022,119.957,100.4347,19.0465,2.142,265.023,76.691,39.694,36.997,-4.0,115
2015,137.4008,100.7439,18.1264,2.497,257.088,68.513,34.138,34.375,-1.985,130
2016,140.8596,100.8224,18.1865,2.476,261.322,69.679,34.734,34.945,-1.988,130
2017,144.3794,100.8928,18.253,2.461,264.363,69.148,34.69,34.458,-1.997,130
2018,147.9441,100.9516,18.3335,2.418,267.1,70.551,35.549,35.002,-1.997,130
2019,151.5553,100.9981,18.4275,2.406,270.073,69.792,35.434,34.358,-1.997,130
2020,155.223,101.0369,18.534,2.377,272.757,71.077,36.085,34.992,-0.995,130
2021,158.9415,101.0635,18.6519,2.358,275.435,70.622,36.307,34.314,-0.995,130
2022,162.6898,101.0851,18.7787,2.305,278.618,72.689,37.085,35.604,-2.0,130
2015,6.6066,91.6361,28.6157,1.349,400.061,147.198,77.503,69.695,-12.253,67
2016,6.6965,91.8296,28.7927,1.353,402.246,150.123,75.38,74.743,-7.445,67
2017,6.784,92.0332,28.9896,1.244,391.284,147.533,75.968,71.565,-15.903,67
2018,6.8667,92.2132,29.1957,1.18,401.334,150.852,77.142,73.709,-31.76,67
2019,6.9468,92.3807,29.381,1.139,404.079,153.401,79.701,73.7,-37.08,67
2020,7.0301,92.5032,29.4967,1.245,427.805,179.002,96.151,82.851,-12.432,67
2021,7.1106,92.6182,29.5342,1.032,413.483,196.49,101.482,95.008,-18.917,67
2022,7.1852,92.7675,29.5377,1.057,402.511,197.515,100.472,97.043,0.0,67
2015,30.8393,96.1521,23.1383,1.729,168.032,36.301,19.846,16.456,-29.468,70
2016,31.378,96.2639,23.2804,1.734,165.642,35.985,20.381,15.604,-25.279,70
2017,31.9148,96.3493,23.415,1.659,165.103,35.759,20.181,15.578,-27.796,70
2018,32.4478,96.4221,23.5062,1.654,169.708,36.078,20.664,15.415,-30.717,70
2019,32.97,96.4715,23.5659,1.54,166.913,35.261,20.556,14.705,-34.27,70
2020,33.4978,96.4918,23.6475,1.636,160.571,41.18,23.873,17.307,-14.307,70
2021,34.0341,96.4836,23.7379,1.542,157.661,40.495,23.83,16.665,-16.51,70
2022,34.5705,96.4569,23.8185,1.585,154.761,39.665,23.474,16.19,-9.999,70
2015,59.5672,100.8233,20.6463,2.36,266.537,46.344,26.663,19.682,-18.984,128
2016,60.9736,100.9544,20.7813,2.307,263.837,46.502,26.753,19.749,-16.029,128
2017,62.3726,101.0596,20.9422,2.231,258.372,46.184,26.451,19.733,-13.082,128
2018,63.7885,101.1486,21.0931,2.258,262.049,45.802,25.985,19.817,-10.135,128
2019,65.2481,101.2239,21.2209,2.267,264.052,45.238,25.553,19.686,-7.192,128
2020,66.6891,101.2606,21.3383,2.104,262.763,58.418,32.968,25.45,-3.564,128
2021,68.1346,101.2845,21.4675,2.184,260.838,44.345,25.058,19.287,-3.564,128
2022,69.5513,101.3082,21.6115,1.934,259.276,46.771,26.547,20.223,-19.999,128
2015,12.2708,97.9418,24.3707,1.789,150.465,37.687,20.921,16.766,-9.612,133
2016,12.4882,98.0068,24.6128,1.723,149.315,38.611,21.218,17.393,-9.616,133
2017,12.7006,98.0666,24.8511,1.651,147.211,39.045,21.635,17.411,-9.616,133
2018,12.9063,98.109,25.0947,1.563,144.719,40.292,22.447,17.845,-9.614,133
2019,13.105,98.1353,25.3452,1.492,142.072,40.564,22.738,17.827,-9.612,133
2020,13.3008,98.1573,25.5944,1.474,139.38,42.735,23.676,19.059,-4.502,133
2021,13.4953,98.1752,25.8394,1.43,136.968,41.769,23.356,18.413,-4.503,133
2022,13.6845,98.1802,26.081,1.355,133.491,42.353,23.747,18.606,-4.0,133
2015,72.7537,100.0555,25.0983,1.648,723.124,192.576,104.008,88.568,-20.38,139
2016,73.9388,100.0897,25.3834,1.584,726.814,193.46,103.92,89.54,-35.209,139
2017,75.0956,100.0989,25.6751,1.522,729.145,194.513,104.805,89.708,-48.561,139
2018,76.2802,100.0933,25.9531,1.608,779.886,198.098,106.151,91.947,-60.066,139
2019,77.5199,100.083,26.1994,1.616,802.857,200.442,106.597,93.844,-69.397,139
2020,78.8121,100.098,26.405,1.689,832.06,226.461,119.765,106.696,-39.203,139
2021,80.1162,100.1312,26.5906,1.594,802.875,220.493,117.703,102.79,-39.201,139
2022,81.4002,100.1627,26.7958,1.586,776.815,207.601,111.98,95.621,-19.999,139
2015,145.1787,104.821,35.6016,0.563,17446.888,9449.728,5358.701,4091.027,-155.379,29
2016,146.0302,104.7824,35.8993,0.607,18283.156,9623.416,5471.57,4151.846,-153.054,29
2017,146.9037,104.7216,36.2011,0.586,18427.645,9981.184,5764.324,4216.86,-180.592,29
2018,147.6114,104.6424,36.5519,0.376,15504.679,9886.851,5636.959,4249.892,-296.674,29
2019,148.1108,104.5606,36.9663,0.3,14633.834,10063.245,5713.89,4349.355,-302.609,29
2020,148.4302,104.4563,37.4379,0.131,12243.398,10346.232,5930.739,4415.492,-33.649,29
2021,148.5306,104.3287,37.9478,0.004,10881.567,10617.528,6060.654,4556.874,-200.194,29
2022,148.5299,104.2107,38.4667,-0.005,10757.794,10522.51,5908.321,4614.189,-311.38,29
2015,337.6933,94.8011,45.9225,-0.184,1020.821,1405.072,715.073,689.999,150.215,65
2016,337.0111,94.7653,46.3157,-0.221,990.949,1428.06,725.12,702.94,156.993,65
2017,336.1316,94.7216,46.7209,-0.302,917.16,1463.873,743.014,720.859,164.07,65
2018,335.0526,94.6727,47.1393,-0.341,885.105,1493.14,753.95,739.19,177.47,65
2019,333.8208,94.6245,47.5722,-0.396,837.463,1519.227,764.456,754.77,183.953,65
2020,332.3694,94.5908,47.9829,-0.476,827.602,1511.209,763.939,747.269,87.584,65
2021,330.6916,94.5704,48.3613,-0.536,818.509,1574.533,795.433,779.1,87.584,65
2022,328.9379,94.5505,48.7449,-0.527,814.705,1567.933,790.805,777.129,99.994,65
2015,1.9036,98.8287,25.7931,2.151,78.102,18.252,10.81,7.442,3.932,86
2016,1.9452,98.7999,26.0156,2.173,76.746,18.382,10.899,7.482,7.47,86
2017,1.9879,98.7907,26.2261,2.168,74.832,18.517,10.91,7.606,10.802,86
2018,2.0315,98.7859,26.4112,2.175,75.256,17.878,10.918,6.96,11.426,86
2019,2.0754,98.7555,26.5676,2.106,75.136,17.738,10.958,6.779,10.664,86
2020,2.1152,98.6645,26.7042,1.692,73.785,18.03,11.161,6.869,0.0,86
2021,2.1495,98.5259,26.7928,1.528,71.668,20.52,12.497,8.023,0.0,86
2022,2.182,98.3892,26.8712,1.472,69.481,18.619,11.394,7.225,-0.85,86
2015,51.9848,102.3342,15.6834,2.327,1315.633,248.56,133.809,114.751,-281.739,1
2016,53.3442,102.3693,15.7953,2.83,1315.746,245.452,132.33,113.122,-90.238,1
2017,54.8955,102.3502,15.9635,2.902,1332.116,250.677,142.289,108.388,-47.09,1
2018,56.5024,102.2768,16.1389,2.869,1355.895,256.314,147.434,108.881,-47.205,1
2019,58.1699,102.202,16.3254,2.947,1377.704,256.564,146.021,110.543,-8.082,1
2020,60.0223,102.1389,16.5515,3.317,1402.265,276.683,155.192,121.492,166.821,1
2021,61.7584,102.0675,16.7338,2.399,1440.941,295.236,168.877,126.359,-183.672,1
2022,63.3436,101.9846,16.8702,2.666,1446.699,284.297,163.41,120.887,-65.846,1
2015,1212.4914,99.0436,24.0181,1.158,3026.354,912.49,521.802,390.688,-286.512,11
2016,1227.5069,98.9222,24.395,1.303,3036.914,900.115,513.348,386.767,-55.013,11
2017,1242.9436,98.8336,24.7769,1.197,2993.715,880.955,499.464,381.491,-175.755,11
2018,1257.463,98.7194,25.1591,1.126,3025.083,858.712,474.294,384.419,-323.38,11
2019,1271.5389,98.5749,25.5366,1.101,3040.527,874.931,498.912,376.019,-344.054,11
2020,1286.1715,98.4666,25.9071,1.187,3022.909,973.853,544.195,429.658,-61.154,11
2021,1301.039,98.4066,26.2804,1.112,3019.672,962.479,528.384,434.094,-174.5,11
2022,1315.0985,98.2996,26.666,1.038,2994.966,907.425,512.689,394.737,-309.977,11
2015,19.3591,113.5305,24.919,0.884,12.761,5.028,2.833,2.195,-1.171,16
2016,19.5281,113.53,25.3761,0.854,12.059,5.129,2.883,2.246,-0.521,16
2017,19.6937,113.4236,25.878,0.835,11.271,5.246,2.946,2.3,0.291,16
2018,19.8494,113.1935,26.4338,0.739,10.503,5.154,2.904,2.249,0.291,16
2019,19.989,112.9724,27.0109,0.663,9.873,5.083,2.874,2.209,0.291,16
2020,20.1205,112.7538,27.598,0.648,9.77,5.055,2.872,2.183,0.291,16
2021,20.2502,112.5337,28.1862,0.638,9.703,5.035,2.864,2.171,0.291,16
2022,20.3796,112.3207,28.7737,0.636,9.648,4.972,2.815,2.158,0.3,16
2015,444.9317,106.9167,25.5414,1.174,24828.119,8825.601,4755.438,4070.163,-475.094,58
2016,450.2357,106.8948,25.8816,1.196,24783.025,8838.896,4746.318,4092.578,68.119,58
2017,455.4689,106.8713,26.2256,1.116,24253.964,8927.865,4791.87,4135.995,-219.656,58
2018,460.4493,106.8437,26.5745,1.06,24168.443,9098.071,4892.594,4205.476,-561.563,58
2019,465.1946,106.8091,26.9288,0.991,23583.089,9280.916,5002.481,4278.435,-593.495,58
2020,469.6596,106.7528,27.2833,0.92,23138.532,10262.275,5602.755,4659.52,-34.772,58
2021,473.4187,106.6724,27.6031,0.676,23113.533,13299.618,7212.22,6087.398,-301.97,58
2022,476.6507,106.5872,27.9028,0.685,23056.027,12862.015,6968.129,5893.887,-487.303,58
2015,187.5944,91.1083,21.5009,0.673,611.231,204.456,106.581,97.875,-221.059,92
2016,189.2988,90.8076,21.8129,1.134,607.431,193.403,101.651,91.753,-98.016,92
2017,191.4882,90.7168,22.1477,1.165,603.251,196.726,103.248,93.477,-78.062,92
2018,193.6847,90.648,22.4944,1.116,600.218,200.989,105.445,95.544,-81.13,92
2019,195.8982,90.5866,22.8497,1.157,602.436,198.367,104.528,93.839,-70.597,92
2020,199.405,90.9701,23.2428,2.381,602.598,210.466,112.163,98.303,306.664,92
2021,204.0684,91.745,23.6543,2.244,609.79,232.398,123.617,108.781,296.541,92
2022,207.5511,92.107,24.037,1.15,616.657,203.387,107.888,95.5,-62.012,92
2015,273.6733,104.8532,19.3604,1.242,6297.466,1504.82,858.644,646.176,-2172.159,101
2016,276.9884,104.0755,19.4302,1.166,6291.208,1510.5,858.071,652.429,-2290.411,101
2017,280.6917,103.4091,19.5229,1.488,6289.965,1496.276,850.558,645.719,-1574.581,101
2018,285.0398,102.9043,19.6527,1.586,6302.081,1508.129,853.327,654.802,-1309.609,101
2019,289.6602,102.4817,19.801,1.63,6330.933,1514.6,849.357,665.242,-1177.218,101
2020,294.7239,102.1663,19.9738,1.834,6362.705,1606.293,909.051,697.242,-588.736,101
2021,300.1792,101.9458,20.1674,1.834,6374.741,1660.4,935.072,725.328,-471.395,101
2022,305.9164,101.7943,20.3813,1.952,6424.944,1656.456,928.595,727.861,-165.988,101
2015,340.2711,93.6569,30.7697,0.43,339.695,149.258,87.923,61.336,-98.598,123
2016,341.6872,93.5139,31.0754,0.4,332.739,148.079,86.965,61.114,-98.896,123
2017,342.984,93.3786,31.3793,0.357,326.988,151.498,87.954,63.543,-98.598,123
2018,344.1625,93.2582,31.6722,0.329,320.196,152.188,87.086,65.102,-97.1,123
2019,345.2622,93.1487,31.9517,0.309,315.324,153.431,87.485,65.947,-94.897,123
2020,346.3054,93.0419,32.2157,0.294,309.76,153.533,87.304,66.229,-92.4,123
2021,347.2361,92.9697,32.473,0.243,305.877,160.593,86.768,73.825,-92.4,123
2022,348.1723,92.9079,32.727,0.296,301.383,159.362,89.005,70.357,-77.495,123
2015,85.1632,97.9552,24.1557,1.317,345.053,89.724,46.528,43.196,-52.272,23
2016,86.307,97.9628,24.561,1.351,342.034,90.402,47.761,42.641,-40.577,23
2017,87.4455,97.9742,24.9642,1.271,338.417,91.541,47.482,44.059,-45.72,23
2018,88.5201,97.9833,25.3761,1.173,333.912,94.278,48.988,45.29,-51.685,23
2019,89.5282,97.9818,25.7968,1.093,329.219,96.545,50.002,46.543,-55.607,23
2020,90.5729,97.9978,26.1882,1.227,325.659,102.187,53.334,48.853,-22.308,23
2021,91.6343,98.0317,26.5155,1.104,320.934,113.507,60.447,53.06,-24.262,23
2022,92.6221,98.0068,26.8049,1.041,318.335,113.868,60.664,53.203,-29.998,23
2015,135.5842,101.5109,27.9993,1.084,4779.601,1932.676,1020.071,912.605,-37.991,59
2016,137.0275,101.5156,28.2459,1.034,4717.655,1971.512,1041.29,930.222,-38.653,59
2017,138.4136,101.5176,28.4981,0.979,4633.621,2004.491,1058.873,945.618,-39.282,59
2018,139.7574,101.514,28.7569,0.953,4587.901,2001.885,1063.213,938.671,-39.878,59
2019,141.0741,101.5054,29.0174,0.922,4558.836,2032.338,1079.578,952.76,-40.567,59
2020,142.2647,101.4802,29.2499,0.759,4526.2,2436.95,1304.473,1132.477,-24.999,59
2021,143.2564,101.4362,29.4445,0.631,4496.383,2755.19,1468.811,1286.38,-14.992,59
2022,144.1713,101.3927,29.6337,0.643,4462.212,2642.122,1407.703,1234.419,-49.997,59
2015,94.5635,105.4692,27.2717,1.458,530.604,158.136,92.467,65.67,80.603,80
2016,95.9562,105.3229,27.7024,1.466,525.164,160.803,94.178,66.625,97.737,80
2017,97.324,105.1757,28.1377,1.366,522.299,163.884,96.095,67.789,78.257,80
2018,98.6129,105.0334,28.5794,1.266,517.161,167.497,97.937,69.559,60.604,80
2019,99.8448,104.8971,29.0256,1.217,510.563,172.154,100.087,72.067,60.824,80
2020,101.05,104.7635,29.4702,1.183,511.406,176.17,102.323,73.847,57.483,80
2021,102.188,104.6271,29.9017,1.058,511.313,202.436,116.564,85.873,46.165,80
2022,103.297,104.4916,30.3284,1.101,509.232,184.58,106.968,77.612,48.997,80
2015,78.8072,99.4843,27.3209,0.791,948.358,446.949,245.996,200.953,-94.128,90
2016,79.4323,99.4336,27.6129,0.789,952.05,454.599,249.749,204.851,-87.935,90
2017,80.0385,99.3827,27.8953,0.731,948.906,461.006,253.122,207.884,-105.438,90
2018,80.6166,99.3285,28.1798,0.708,942.093,454.58,250.605,203.975,-114.634,90
2019,81.1894,99.2727,28.4696,0.708,937.752,461.434,253.801,207.634,-100.81,90
2020,81.7756,99.2138,28.7569,0.731,928.106,471.418,259.845,211.574,-66.228,90
2021,82.3495,99.1385,29.0294,0.668,920.395,525.701,290.271,235.43,-35.382,90
2022,82.933,99.0661,29.3055,0.744,912.252,474.133,260.495,213.637,-34.998,90
2015,343.4379,102.6499,22.9863,1.758,2395.675,590.944,300.149,290.795,6.954,105
2016,349.5842,102.7615,23.2405,1.789,2394.064,597.012,305.717,291.294,79.051,105
2017,355.795,102.8595,23.4977,1.734,2418.897,604.642,312.052,292.59,36.111,105
2018,361.8961,102.9445,23.7552,1.667,2437.103,611.429,317.74,293.689,-15.371,105
2019,367.936,103.0191,24.0125,1.643,2456.896,619.189,323.366,295.823,-24.066,105
2020,373.9699,103.0862,24.2694,1.61,2473.218,624.582,327.47,297.112,-41.937,105
2021,379.6011,103.1297,24.5013,1.38,2485.008,832.888,444.321,388.567,-80.125,105
2022,385.1967,103.1638,24.7337,1.545,2499.081,643.713,341.95,301.763,-69.996,105
2015,8272.3543,109.3965,38.6793,1.227,51.891,23.533,13.022,10.51,40.958,116
2016,8363.0059,109.4586,39.1728,0.954,42.37,24.353,13.55,10.803,36.498,116
2017,8439.9517,109.4855,39.6917,0.878,40.318,25.169,14.052,11.117,35.449,116
2018,8513.2306,109.507,40.2112,0.851,39.753,25.978,14.533,11.445,35.726,116
2019,8589.1728,109.527,40.7121,0.924,40.247,26.644,14.945,11.699,40.624,116
2020,8652.8104,109.5805,41.2316,0.553,41.375,29.992,17.017,12.975,21.324,116
2021,8698.478,109.6673,41.782,0.5,42.215,31.862,17.68,14.182,19.321,116
2022,8749.1779,109.629,42.3152,0.662,42.333,29.754,16.822,12.932,26.998,116
2015,137.592,95.6485,36.5428,0.435,745.375,472.52,281.517,191.003,32.595,129
2016,138.204,95.4737,36.9802,0.453,723.924,480.792,289.345,191.447,76.693,129
2017,138.7739,95.29,37.422,0.37,707.256,488.817,292.483,196.334,44.063,129
2018,139.2233,95.1036,37.8791,0.277,687.154,499.76,298.509,201.251,9.304,129
2019,139.5756,94.9132,38.3461,0.229,668.571,509.091,302.842,206.249,3.758,129
2020,139.9042,94.7237,38.8121,0.241,656.102,519.058,307.468,211.591,35.526,129
2021,140.1497,94.5307,39.2712,0.109,644.325,567.168,332.102,235.065,1.133,129
2022,140.3375,94.3486,39.7405,0.158,631.239,536.683,311.311,225.372,18.999,129
2015,101.1311,83.8812,32.2642,-0.442,42.325,27.774,14.718,13.056,-27.283,6
2016,100.6828,83.5347,32.5415,-0.446,41.759,27.738,14.777,12.961,-26.804,6
2017,100.194,83.1796,32.8694,-0.527,38.968,27.679,14.579,13.101,-26.326,6
2018,99.6542,82.8194,33.2555,-0.553,37.912,27.777,14.613,13.165,-25.835,6
2019,99.0936,82.4647,33.6764,-0.575,36.521,27.37,14.201,13.169,-25.363,6
2020,98.5669,82.171,34.0683,-0.491,35.016,35.963,18.892,17.071,-12.825,6
2021,98.0528,81.8846,34.4046,-0.555,33.7,36.379,19.696,16.683,-12.825,6
2022,97.6837,81.6836,34.7612,-0.198,32.556,33.059,17.541,15.518,-5.0,6
2015,119.3288,97.0336,28.7904,1.195,183.781,66.978,36.997,29.982,1.084,9
2016,120.6931,97.1592,29.1745,1.079,171.882,65.722,37.0,28.722,1.484,9
2017,121.8462,97.2578,29.6106,0.824,148.053,66.235,36.24,29.995,1.184,9
2018,122.8256,97.3616,30.0868,0.777,142.871,65.539,35.236,30.303,1.583,9
2019,123.7963,97.4803,30.5652,0.797,147.022,65.871,34.846,31.024,0.392,9
2020,124.4278,97.5114,31.0083,0.222,131.92,110.16,61.078,49.082,1.084,9
2021,124.767,97.4245,31.4378,0.322,127.085,94.932,54.551,40.381,1.084,9
2022,125.3124,97.4009,31.9253,0.55,123.673,66.736,35.613,31.123,0.0,9
2015,1739.645,161.7277,29.931,3.502,21.277,2.842,1.774,1.068,29.25,10
2016,1800.3333,164.6577,30.1185,3.359,21.178,2.889,1.808,1.082,29.052,10
2017,1860.5798,167.4872,30.3574,3.227,20.921,2.94,1.83,1.11,29.024,10
2018,1899.5396,167.8224,30.7087,0.942,20.574,2.967,1.829,1.137,-3.601,10
2019,1908.2867,166.4487,31.1607,-0.021,19.828,3.005,1.838,1.167,-17.127,10
2020,1886.9336,165.2362,31.8662,-2.242,18.949,3.362,2.035,1.327,-48.716,10
2021,1868.7937,163.834,32.7458,0.323,17.501,3.638,2.203,1.436,-9.15,10
2022,1880.2465,162.8828,33.3019,0.898,16.861,3.645,2.215,1.43,0.0,10
2015,128.4935,100.4383,34.8858,0.877,13.282,7.534,3.983,3.551,4.655,35
2016,129.6409,100.4192,35.3141,0.901,13.652,7.726,4.166,3.56,4.878,35
2017,130.7925,100.3873,35.747,0.868,13.257,7.782,4.176,3.605,5.014,35
2018,131.9081,100.3862,36.1905,0.831,13.189,8.042,4.141,3.901,4.977,35
2019,132.991,100.3975,36.6372,0.804,13.237,8.301,4.364,3.937,4.948,35
2020,133.9326,100.3768,37.1006,0.607,13.081,8.566,4.599,3.967,2.999,35
2021,134.6524,100.3415,37.5875,0.465,12.82,9.021,4.815,4.206,1.995,35
2022,135.4425,100.3302,38.0711,0.705,12.517,8.706,4.506,4.2,5.0,35
2015,54.2687,89.1902,35.9713,-0.027,59.661,47.346,25.786,21.56,-13.317,48
2016,54.2684,89.0932,36.0179,0.025,58.419,46.865,25.421,21.444,-10.591,48
2017,54.2798,89.0278,36.0696,0.017,56.081,47.578,25.185,22.393,-7.886,48
2018,54.2859,88.9816,36.1236,0.006,54.333,48.926,25.974,22.952,-5.174,48
2019,54.2641,88.9125,36.2025,-0.086,50.739,48.588,25.944,22.643,-5.414,48
2020,54.1936,88.8188,36.2984,-0.174,48.839,52.643,28.036,24.606,-2.734,48
2021,54.0794,88.7401,36.3701,-0.248,50.43,57.023,29.635,27.388,-2.734,48
2022,53.8838,88.6925,36.4617,-0.477,49.106,56.971,29.177,27.794,-9.999,48
2015,86.9739,99.6971,18.5508,2.612,1192.944,187.339,96.172,91.168,-19.49,60
2016,89.1395,99.7916,18.7175,2.311,1168.384,198.653,113.118,85.536,-75.58,60
